Run;ReleaseDate;LoadDate;spots;bases;spots_with_mates;avgLength;size_MB;AssemblyName;download_path;Experiment;LibraryName;LibraryStrategy;LibrarySelection;LibrarySource;LibraryLayout;InsertSize;InsertDev;Platform;Model;SRAStudy;BioProject;Study_Pubmed_id;ProjectID;Sample;BioSample;SampleType;TaxID;ScientificName;SampleName;g1k_pop_code;source;g1k_analysis_group;Subject_ID;Sex;Disease;Tumor;Affection_Status;Analyte_Type;Histological_Type;Body_Site;CenterName;Submission;dbgap_study_accession;Consent;RunHash;ReadHash
SRR9178069;07.06.19 15:51;02.06.19 15:23;26602844;8000787527;26602844;300;3404;;https://sra-download.ncbi.nlm.nih.gov/traces/sra34/SRR/008962/SRR9178069;SRX5951065;HSD20-02a-268-S2C004-0005-170212;WGS;RANDOM;METAGENOMIC;PAIRED;0;0;ILLUMINA;NextSeq 500;SRP092796;PRJNA352737;2;352737;SRS4861564;SAMN11874702;simple;408172;marine metagenome;HSD20-02a-268-S2C004-0005;;;;;;;no;;;;;SCOPE;SRA893074;;public;394DA6C61DB9B1CD9138DC8B10D151EB;492ECD19A579D5D2FEA3A3487B11CE7C
SRR9178523;07.06.19 15:51;03.06.19 16:27;13264558;4005896516;13264558;302;2394;;https://sra-download.ncbi.nlm.nih.gov/traces/sra55/SRR/008963/SRR9178523;SRX5951080;HSD20-02a-268-S2C004-0025-151221;WGS;RANDOM;METAGENOMIC;PAIRED;0;0;ILLUMINA;NextSeq 500;SRP092796;PRJNA352737;2;352737;SRS4861802;SAMN11874703;simple;408172;marine metagenome;HSD20-02a-268-S2C004-0025;;;;;;;no;;;;;SCOPE;SRA893074;;public;FF5DE9873993443B88858B7F6490FA22;E9E0F3788178E94E619F175CCBF42BA0
SRR9178070;07.06.19 15:51;02.06.19 15:21;8280950;2489780040;8280950;300;1060;;https://sra-download.ncbi.nlm.nih.gov/traces/sra9/SRR/008962/SRR9178070;SRX5951064;HSD20-02a-268-S2C004-0045-170212;WGS;RANDOM;METAGENOMIC;PAIRED;0;0;ILLUMINA;NextSeq 500;SRP092796;PRJNA352737;2;352737;SRS4861789;SAMN11874704;simple;408172;marine metagenome;HSD20-02a-268-S2C004-0045;;;;;;;no;;;;;SCOPE;SRA893074;;public;B86CEC583FE7BDE7FEC5BF408D774667;DC56E0F64F574CF9F73268D16716497B
SRR9178123;07.06.19 15:50;02.06.19 15:02;7208;2165851;7208;300;1;;https://sra-download.ncbi.nlm.nih.gov/traces/sra57/SRR/008963/SRR9178123;SRX5951011;HSD20-02a-268-S2C004-0075-170212;WGS;RANDOM;METAGENOMIC;PAIRED;0;0;ILLUMINA;NextSeq 500;SRP092796;PRJNA352737;2;352737;SRS4861543;SAMN11874705;simple;408172;marine metagenome;HSD20-02a-268-S2C004-0075;;;;;;;no;;;;;SCOPE;SRA893074;;public;5AE9847E0FFA04CF61EFF91D9729F2D6;7CC672B496A955A778142FCBABE1738D
SRR9178122;07.06.19 15:50;03.06.19 17:27;19880098;6003789596;19880098;302;3647;;https://sra-download.ncbi.nlm.nih.gov/traces/sra41/SRR/008963/SRR9178122;SRX5951012;HSD20-02a-268-S2C009-0125-151221;WGS;RANDOM;METAGENOMIC;PAIRED;0;0;ILLUMINA;NextSeq 500;SRP092796;PRJNA352737;2;352737;SRS4861748;SAMN11874708;simple;408172;marine metagenome;HSD20-02a-268-S2C009-0125;;;;;;;no;;;;;SCOPE;SRA893074;;public;A41EC22A5AF96E38A6C0692EB2D00D11;1726962F70A97818857435D295AE31A9
SRR9178525;07.06.19 15:51;02.06.19 15:35;865982;257412153;865982;297;110;;https://sra-download.ncbi.nlm.nih.gov/traces/sra59/SRR/008963/SRR9178525;SRX5951078;HSD20-02a-268-S2C011-0250-170212;WGS;RANDOM;METAGENOMIC;PAIRED;0;0;ILLUMINA;NextSeq 500;SRP092796;PRJNA352737;2;352737;SRS4861801;SAMN11874713;simple;408172;marine metagenome;HSD20-02a-268-S2C011-0250;;;;;;;no;;;;;SCOPE;SRA893074;;public;3B453A91F2D4214EEBE427CC0FBD6A8F;C8E72C17774F9C6F1B9EE1F4158FD937
SRR9178127;07.06.19 15:50;02.06.19 15:12;10671067;3201883925;10671067;300;1347;;https://sra-download.ncbi.nlm.nih.gov/traces/sra73/SRR/008963/SRR9178127;SRX5951007;HSD20-02a-269-S2C004-0075-161103;WGS;RANDOM;METAGENOMIC;PAIRED;0;0;ILLUMINA;NextSeq 500;SRP092796;PRJNA352737;2;352737;SRS4861745;SAMN11874717;simple;408172;marine metagenome;HSD20-02a-269-S2C004-0075;;;;;;;no;;;;;SCOPE;SRA893074;;public;82180006809803811AE2532F45CFBC80;E979146E204CC8C06FB69C1309F0F79F
SRR9178073;07.06.19 15:51;02.06.19 15:15;17359021;5216770667;17359021;300;2221;;https://sra-download.ncbi.nlm.nih.gov/traces/sra34/SRR/008962/SRR9178073;SRX5951061;HSD20-02a-269-S2C008-0175-161103;WGS;RANDOM;METAGENOMIC;PAIRED;0;0;ILLUMINA;NextSeq 500;SRP092796;PRJNA352737;2;352737;SRS4861786;SAMN11874721;simple;408172;marine metagenome;HSD20-02a-269-S2C008-0175;;;;;;;no;;;;;SCOPE;SRA893074;;public;B65628C20DAA45F7D52CDC04BDCB80B8;6F3046E543A6A7DF021BA4A1AF736F75
SRR9178077;07.06.19 15:51;02.06.19 15:16;18271201;5491541193;18271201;300;2339;;https://sra-download.ncbi.nlm.nih.gov/traces/sra34/SRR/008962/SRR9178077;SRX5951057;HSD20-02a-269-S2C010-0250-161103;WGS;RANDOM;METAGENOMIC;PAIRED;0;0;ILLUMINA;NextSeq 500;SRP092796;PRJNA352737;2;352737;SRS4861783;SAMN11874724;simple;408172;marine metagenome;HSD20-02a-269-S2C010-0250;;;;;;;no;;;;;SCOPE;SRA893074;;public;58D8A1F3F0D843A9705AEFA64829615D;AE2C89F131AE721746EBD29B5B7774FC
SRR9178116;07.06.19 15:50;02.06.19 15:12;12002859;3597454746;12002859;299;1494;;https://sra-download.ncbi.nlm.nih.gov/traces/sra9/SRR/008963/SRR9178116;SRX5951018;HSD20-02a-271-S2C004-0025-161130;WGS;RANDOM;METAGENOMIC;PAIRED;0;0;ILLUMINA;NextSeq 500;SRP092796;PRJNA352737;2;352737;SRS4861644;SAMN11874736;simple;408172;marine metagenome;HSD20-02a-271-S2C004-0025;;;;;;;no;;;;;SCOPE;SRA893074;;public;960DD9B3F049AA81AF6A35DF27699623;D34DCC517CCFB7E8CE907CEC476F7D27
SRR9178131;07.06.19 15:50;02.06.19 15:10;10549958;3168246401;10549958;300;1308;;https://sra-download.ncbi.nlm.nih.gov/traces/sra42/SRR/008963/SRR9178131;SRX5951003;HSD20-02a-271-S2C004-0075-161130;WGS;RANDOM;METAGENOMIC;PAIRED;0;0;ILLUMINA;NextSeq 500;SRP092796;PRJNA352737;2;352737;SRS4861655;SAMN11874738;simple;408172;marine metagenome;HSD20-02a-271-S2C004-0075;;;;;;;no;;;;;SCOPE;SRA893074;;public;B2B2801A55BF00F109492CFC84565A3C;0B43D1FDCA060CF4C12A56939FD7B1EA
SRR9178130;07.06.19 15:50;02.06.19 15:12;10999670;3301180076;10999670;300;1367;;https://sra-download.ncbi.nlm.nih.gov/traces/sra70/SRR/008963/SRR9178130;SRX5951004;HSD20-02a-271-S2C007-0100-161130;WGS;RANDOM;METAGENOMIC;PAIRED;0;0;ILLUMINA;NextSeq 500;SRP092796;PRJNA352737;2;352737;SRS4861699;SAMN11874739;simple;408172;marine metagenome;HSD20-02a-271-S2C007-0100;;;;;;;no;;;;;SCOPE;SRA893074;;public;FEE4EFE1FC9FF89E95FFA7DC8F5D76E0;BF88119C226748C51C871E9A977DD91A
SRR9178075;07.06.19 15:51;02.06.19 15:02;413838;124269620;413838;300;44;;https://sra-download.ncbi.nlm.nih.gov/traces/sra73/SRR/008962/SRR9178075;SRX5951059;HSD20-02a-271-S2C007-0150-161107;WGS;RANDOM;METAGENOMIC;PAIRED;0;0;ILLUMINA;NextSeq 500;SRP092796;PRJNA352737;2;352737;SRS4861785;SAMN11874741;simple;408172;marine metagenome;HSD20-02a-271-S2C007-0150;;;;;;;no;;;;;SCOPE;SRA893074;;public;793C9723F15F6432F1FC9123C6C0230B;7443699D34B4E0A8FEACA3405F1A2B85
SRR9178522;07.06.19 15:51;02.06.19 15:48;16467552;4950382294;16467552;300;2060;;https://sra-download.ncbi.nlm.nih.gov/traces/sra3/SRR/008963/SRR9178522;SRX5951081;HSD20-02a-271-S2C009-0225-161130;WGS;RANDOM;METAGENOMIC;PAIRED;0;0;ILLUMINA;NextSeq 500;SRP092796;PRJNA352737;2;352737;SRS4861681;SAMN11874744;simple;408172;marine metagenome;HSD20-02a-271-S2C009-0225;;;;;;;no;;;;;SCOPE;SRA893074;;public;6A487609303E2B9811D5A490772628A4;5E85D6FAA05D57853EB42AA8253B2DFD
SRR9178099;07.06.19 15:51;02.06.19 15:16;15798324;4745091440;15798324;300;1983;;https://sra-download.ncbi.nlm.nih.gov/traces/sra70/SRR/008962/SRR9178099;SRX5951035;HSD20-02a-272-S2C008-0150-161130;WGS;RANDOM;METAGENOMIC;PAIRED;0;0;ILLUMINA;NextSeq 500;SRP092796;PRJNA352737;2;352737;SRS4861747;SAMN11874753;simple;408172;marine metagenome;HSD20-02a-272-S2C008-0150;;;;;;;no;;;;;SCOPE;SRA893074;;public;B1BFADB787FE40C9888200FBC36201C7;5EE8D49EE6C18D6E4BCA9800362AFBDC
SRR9178124;07.06.19 15:50;02.06.19 15:03;882773;265563125;882773;300;85;;https://sra-download.ncbi.nlm.nih.gov/traces/sra54/SRR/008963/SRR9178124;SRX5951010;HSD20-02a-272-S2C008-0150-161107;WGS;RANDOM;METAGENOMIC;PAIRED;0;0;ILLUMINA;NextSeq 500;SRP092796;PRJNA352737;2;352737;SRS4861747;SAMN11874753;simple;408172;marine metagenome;HSD20-02a-272-S2C008-0150;;;;;;;no;;;;;SCOPE;SRA893074;;public;8CA171B9C7BAC0D3CD12ADF70A4006AB;B9EE06392DE28D8B2554A25BCFE9A14A
SRR9178134;07.06.19 15:50;02.06.19 15:15;16911189;5075803525;16911189;300;2098;;https://sra-download.ncbi.nlm.nih.gov/traces/sra25/SRR/008963/SRR9178134;SRX5951000;HSD20-02a-272-S2C008-0175-161130;WGS;RANDOM;METAGENOMIC;PAIRED;0;0;ILLUMINA;NextSeq 500;SRP092796;PRJNA352737;2;352737;SRS4861509;SAMN11874754;simple;408172;marine metagenome;HSD20-02a-272-S2C008-0175;;;;;;;no;;;;;SCOPE;SRA893074;;public;2872CF08C9310515D5FF0129E25A268B;6BDF1A71C57EE8806486C1793C093D00
SRR9178132;07.06.19 15:50;02.06.19 15:17;16001357;4807842506;16001357;300;1997;;https://sra-download.ncbi.nlm.nih.gov/traces/sra35/SRR/008963/SRR9178132;SRX5951002;HSD20-02a-272-S2C010-0250-161130;WGS;RANDOM;METAGENOMIC;PAIRED;0;0;ILLUMINA;NextSeq 500;SRP092796;PRJNA352737;2;352737;SRS4861510;SAMN11874757;simple;408172;marine metagenome;HSD20-02a-272-S2C010-0250;;;;;;;no;;;;;SCOPE;SRA893074;;public;F31A53DA7A3EEA9681B908D53F51A722;2358AA7782BE692B68F1D6A289EE8ABE
SRR9178510;07.06.19 15:51;02.06.19 15:42;8936258;2680286881;8936258;299;1086;;https://sra-download.ncbi.nlm.nih.gov/traces/sra71/SRR/008963/SRR9178510;SRX5951093;HSD20-02a-273-S2C005-0005-170209;WGS;RANDOM;METAGENOMIC;PAIRED;0;0;ILLUMINA;NextSeq 500;SRP092796;PRJNA352737;2;352737;SRS4861811;SAMN11874759;simple;408172;marine metagenome;HSD20-02a-273-S2C005-0005;;;;;;;no;;;;;SCOPE;SRA893074;;public;4D5DCA18CB757B4C142A2AE471983A72;FC5B570158A7550456DADEE1DAAE9BDD
SRR9178508;07.06.19 15:51;02.06.19 15:42;9710510;2903339824;9710510;298;1174;;https://sra-download.ncbi.nlm.nih.gov/traces/sra39/SRR/008963/SRR9178508;SRX5951095;HSD20-02a-273-S2C005-0045-170209;WGS;RANDOM;METAGENOMIC;PAIRED;0;0;ILLUMINA;NextSeq 500;SRP092796;PRJNA352737;2;352737;SRS4861813;SAMN11874761;simple;408172;marine metagenome;HSD20-02a-273-S2C005-0045;;;;;;;no;;;;;SCOPE;SRA893074;;public;B487228A14F6CCB9DC3E398B34B17CAB;3DB12CD41305F09756CDDE16E56DAE9D
SRR9178076;07.06.19 15:51;02.06.19 15:16;17784048;5340448833;17784048;300;2135;;https://sra-download.ncbi.nlm.nih.gov/traces/sra3/SRR/008962/SRR9178076;SRX5951058;HSD20-02a-273-S2C008-0125-170209;WGS;RANDOM;METAGENOMIC;PAIRED;0;0;ILLUMINA;NextSeq 500;SRP092796;PRJNA352737;2;352737;SRS4861784;SAMN11874764;simple;408172;marine metagenome;HSD20-02a-273-S2C008-0125;;;;;;;no;;;;;SCOPE;SRA893074;;public;8C1507A25EC3DDA55377550E1B6F149B;AE2AB17ECFC703B23B20EF0F0E5FA53B
SRR9178071;07.06.19 15:51;02.06.19 15:19;13988894;4207520915;13988894;300;1726;;https://sra-download.ncbi.nlm.nih.gov/traces/sra73/SRR/008962/SRR9178071;SRX5951063;HSD20-02a-273-S2C010-0200-170209;WGS;RANDOM;METAGENOMIC;PAIRED;0;0;ILLUMINA;NextSeq 500;SRP092796;PRJNA352737;2;352737;SRS4861788;SAMN11874767;simple;408172;marine metagenome;HSD20-02a-273-S2C010-0200;;;;;;;no;;;;;SCOPE;SRA893074;;public;EEF2EA594E0949C5DF61DEC690DA6F7A;2C028CABA2A5071296FAD9CDCE486726
SRR9178514;07.06.19 15:51;02.06.19 15:49;15447290;4643182979;15447290;300;2018;;https://sra-download.ncbi.nlm.nih.gov/traces/sra3/SRR/008963/SRR9178514;SRX5951089;HSD20-02a-275-S2C007-0125-170214;WGS;RANDOM;METAGENOMIC;PAIRED;0;0;ILLUMINA;NextSeq 500;SRP092796;PRJNA352737;2;352737;SRS4861807;SAMN11874788;simple;408172;marine metagenome;HSD20-02a-275-S2C007-0125;;;;;;;no;;;;;SCOPE;SRA893074;;public;6BA63EEC19B6AF52549491B1C9E5E8B2;F3A67DA1AB3FE8A17DFACFB2E586387E
SRR9178512;07.06.19 15:51;02.06.19 15:58;24319435;7316098956;24319435;300;3194;;https://sra-download.ncbi.nlm.nih.gov/traces/sra3/SRR/008963/SRR9178512;SRX5951091;HSD20-02a-275-S2C012-0500-170214;WGS;RANDOM;METAGENOMIC;PAIRED;0;0;ILLUMINA;NextSeq 500;SRP092796;PRJNA352737;2;352737;SRS4861809;SAMN11874794;simple;408172;marine metagenome;HSD20-02a-275-S2C012-0500;;;;;;;no;;;;;SCOPE;SRA893074;;public;838E608440CC4D1CA4F30ED9B2807960;F2C9AF115E1FDDC1F5180C04F44D8803
SRR9178509;07.06.19 15:51;02.06.19 16:08;37695766;11340843454;37695766;300;4870;;https://sra-download.ncbi.nlm.nih.gov/traces/sra42/SRR/008963/SRR9178509;SRX5951094;HSD20-02a-277-S2C007-0100-170214;WGS;RANDOM;METAGENOMIC;PAIRED;0;0;ILLUMINA;NextSeq 500;SRP092796;PRJNA352737;2;352737;SRS4861812;SAMN11874799;simple;408172;marine metagenome;HSD20-02a-277-S2C007-0100;;;;;;;no;;;;;SCOPE;SRA893074;;public;4C571E75FE90192EDEDEFFF44BD34AC0;EB299F94A7ACEF91CB48FBDDC3F1B939
SRR9178518;07.06.19 15:51;02.06.19 15:51;20558018;6182751779;20558018;300;2686;;https://sra-download.ncbi.nlm.nih.gov/traces/sra9/SRR/008963/SRR9178518;SRX5951085;HSD20-02a-277-S2C007-0150-170214;WGS;RANDOM;METAGENOMIC;PAIRED;0;0;ILLUMINA;NextSeq 500;SRP092796;PRJNA352737;2;352737;SRS4861804;SAMN11874801;simple;408172;marine metagenome;HSD20-02a-277-S2C007-0150;;;;;;;no;;;;;SCOPE;SRA893074;;public;16C06D2F930D6FC5B62FF25E75B9C113;D3F63905B18062FA34AF7A79FD13DBF8
SRR9178133;07.06.19 15:50;02.06.19 15:07;10035772;3014836082;10035772;300;1280;;https://sra-download.ncbi.nlm.nih.gov/traces/sra73/SRR/008963/SRR9178133;SRX5951001;HSD20-02a-278-S2C003-0075-170412;WGS;RANDOM;METAGENOMIC;PAIRED;0;0;ILLUMINA;NextSeq 500;SRP092796;PRJNA352737;2;352737;SRS4861686;SAMN11874810;simple;408172;marine metagenome;HSD20-02a-278-S2C003-0075;;;;;;;no;;;;;SCOPE;SRA893074;;public;7101FF1C6ADB4063205D2877EE48755F;982C62EA9DC63BD91A6C9FF298CC3174
SRR9178520;07.06.19 15:51;02.06.19 15:48;15630288;4696934586;15630288;300;1996;;https://sra-download.ncbi.nlm.nih.gov/traces/sra35/SRR/008963/SRR9178520;SRX5951083;HSD20-02a-278-S2C006-0100-170412;WGS;RANDOM;METAGENOMIC;PAIRED;0;0;ILLUMINA;NextSeq 500;SRP092796;PRJNA352737;2;352737;SRS4861633;SAMN11874811;simple;408172;marine metagenome;HSD20-02a-278-S2C006-0100;;;;;;;no;;;;;SCOPE;SRA893074;;public;49DC63839D4937993F38E28F7DF5F0CA;118626EA4E5E62C4171E94BADF76D66B
SRR9178516;07.06.19 15:51;02.06.19 15:49;17594657;5279138941;17594657;300;2268;;https://sra-download.ncbi.nlm.nih.gov/traces/sra38/SRR/008963/SRR9178516;SRX5951087;HSD20-02a-278-S2C006-0150-170412;WGS;RANDOM;METAGENOMIC;PAIRED;0;0;ILLUMINA;NextSeq 500;SRP092796;PRJNA352737;2;352737;SRS4861523;SAMN11874813;simple;408172;marine metagenome;HSD20-02a-278-S2C006-0150;;;;;;;no;;;;;SCOPE;SRA893074;;public;9EC56A201280B971BACD7B85342AEF08;853BD39EE762977EA3C1794C60F5A6FE
SRR9178524;07.06.19 15:51;02.06.19 15:46;15133758;4532141016;15133758;299;2065;;https://sra-download.ncbi.nlm.nih.gov/traces/sra19/SRR/008963/SRR9178524;SRX5951079;HSD20-02a-278-S2C006-0175-170221;WGS;RANDOM;METAGENOMIC;PAIRED;0;0;ILLUMINA;NextSeq 500;SRP092796;PRJNA352737;2;352737;SRS4861701;SAMN11874814;simple;408172;marine metagenome;HSD20-02a-278-S2C006-0175;;;;;;;no;;;;;SCOPE;SRA893074;;public;087659A36DB430AF1EF4C986290DF53E;1665E37A71BB6819AF159A95915BB574
SRR9178125;07.06.19 15:50;02.06.19 15:13;16107679;4837850785;16107679;300;2101;;https://sra-download.ncbi.nlm.nih.gov/traces/sra5/SRR/008963/SRR9178125;SRX5951009;HSD20-02a-278-S2C008-0225-170412;WGS;RANDOM;METAGENOMIC;PAIRED;0;0;ILLUMINA;NextSeq 500;SRP092796;PRJNA352737;2;352737;SRS4861649;SAMN11874816;simple;408172;marine metagenome;HSD20-02a-278-S2C008-0225;;;;;;;no;;;;;SCOPE;SRA893074;;public;2C8169853B22E8CEF632A7565CFD5AAF;B117954805DE9DA863EDB9A0FB4F764F
SRR9178129;07.06.19 15:50;02.06.19 15:14;13437754;4034780934;13437754;300;1844;;https://sra-download.ncbi.nlm.nih.gov/traces/sra35/SRR/008963/SRR9178129;SRX5951005;HSD20-02a-278-S2C008-0250-170221;WGS;RANDOM;METAGENOMIC;PAIRED;0;0;ILLUMINA;NextSeq 500;SRP092796;PRJNA352737;2;352737;SRS4861597;SAMN11874817;simple;408172;marine metagenome;HSD20-02a-278-S2C008-0250;;;;;;;no;;;;;SCOPE;SRA893074;;public;5CD3CFF802A3C4BFBDDE3F182980D0F2;1FFCCA4F0D7E4AAED10411B00B2FEAAF
SRR9178519;07.06.19 15:51;02.06.19 15:48;18099542;5425068034;18099542;299;2325;;https://sra-download.ncbi.nlm.nih.gov/traces/sra16/SRR/008963/SRR9178519;SRX5951084;HSD20-02a-279-S2C004-0005-170412;WGS;RANDOM;METAGENOMIC;PAIRED;0;0;ILLUMINA;NextSeq 500;SRP092796;PRJNA352737;2;352737;SRS4861635;SAMN11874819;simple;408172;marine metagenome;HSD20-02a-279-S2C004-0005;;;;;;;no;;;;;SCOPE;SRA893074;;public;303B3AE90727506CB1DCB08B5B59462E;19596CA0412B45869FFFBDB5826045CF
SRR9178526;07.06.19 15:51;02.06.19 15:51;15169155;4556220283;15169155;300;1953;;https://sra-download.ncbi.nlm.nih.gov/traces/sra9/SRR/008963/SRR9178526;SRX5951077;HSD20-02a-279-S2C004-0045-170412;WGS;RANDOM;METAGENOMIC;PAIRED;0;0;ILLUMINA;NextSeq 500;SRP092796;PRJNA352737;2;352737;SRS4861512;SAMN11874821;simple;408172;marine metagenome;HSD20-02a-279-S2C004-0045;;;;;;;no;;;;;SCOPE;SRA893074;;public;026C09C18079B92AA219086022CAA031;548C2772F3D3D81BCEE12411BC7E3245
SRR9178074;07.06.19 15:51;02.06.19 15:12;13001967;3903020733;13001967;300;1676;;https://sra-download.ncbi.nlm.nih.gov/traces/sra34/SRR/008962/SRR9178074;SRX5951060;HSD20-02a-279-S2C004-0075-170412;WGS;RANDOM;METAGENOMIC;PAIRED;0;0;ILLUMINA;NextSeq 500;SRP092796;PRJNA352737;2;352737;SRS4861529;SAMN11874822;simple;408172;marine metagenome;HSD20-02a-279-S2C004-0075;;;;;;;no;;;;;SCOPE;SRA893074;;public;CE83B3A47B326B32C3EA12244F2CABFA;1C8C5432C6819C31FB104A5FE948E9E1
SRR9178121;07.06.19 15:50;02.06.19 15:10;12990611;3895751758;12990611;299;1818;;https://sra-download.ncbi.nlm.nih.gov/traces/sra25/SRR/008963/SRR9178121;SRX5951013;HSD20-02a-279-S2C009-0225-170221;WGS;RANDOM;METAGENOMIC;PAIRED;0;0;ILLUMINA;NextSeq 500;SRP092796;PRJNA352737;2;352737;SRS4861749;SAMN11874828;simple;408172;marine metagenome;HSD20-02a-279-S2C009-0225;;;;;;;no;;;;;SCOPE;SRA893074;;public;45C1C1C9C5BAE1C4AD031330642BDF16;5DCFC19A7ACFD65807A867D5049F953A
SRR9178126;07.06.19 15:50;02.06.19 15:20;17991007;5406204693;17991007;300;2329;;https://sra-download.ncbi.nlm.nih.gov/traces/sra70/SRR/008963/SRR9178126;SRX5951008;HSD20-02a-279-S2C009-0250-170412;WGS;RANDOM;METAGENOMIC;PAIRED;0;0;ILLUMINA;NextSeq 500;SRP092796;PRJNA352737;2;352737;SRS4861746;SAMN11874829;simple;408172;marine metagenome;HSD20-02a-279-S2C009-0250;;;;;;;no;;;;;SCOPE;SRA893074;;public;45FD5CD536FFF4F2B30598F6E82E5B5B;E3392301AA1E39D404E8C4E066CF1D08
SRR9178072;07.06.19 15:51;02.06.19 15:11;13184064;3961164178;13184064;300;1707;;https://sra-download.ncbi.nlm.nih.gov/traces/sra16/SRR/008962/SRR9178072;SRX5951062;HSD20-02a-280-S2C009-0225-170217;WGS;RANDOM;METAGENOMIC;PAIRED;0;0;ILLUMINA;NextSeq 500;SRP092796;PRJNA352737;2;352737;SRS4861787;SAMN11874840;simple;408172;marine metagenome;HSD20-02a-280-S2C009-0225;;;;;;;no;;;;;SCOPE;SRA893074;;public;753EBDA7A3CDEB8F55BBB546DE951108;083A00390CAD22600131EC8BF5E928B6
SRR9178513;07.06.19 15:51;02.06.19 15:42;10301633;3088557756;10301633;299;1327;;https://sra-download.ncbi.nlm.nih.gov/traces/sra75/SRR/008963/SRR9178513;SRX5951090;HSD20-02a-281-S2C004-0005-170217;WGS;RANDOM;METAGENOMIC;PAIRED;0;0;ILLUMINA;NextSeq 500;SRP092796;PRJNA352737;2;352737;SRS4861808;SAMN11874843;simple;408172;marine metagenome;HSD20-02a-281-S2C004-0005;;;;;;;no;;;;;SCOPE;SRA893074;;public;5221D4DE8CD29B5747BA7E18E1C8F480;02850AFF8BDEFAE46351BA51C69CA801
SRR9178515;07.06.19 15:51;02.06.19 15:40;9641574;2896850905;9641574;300;1243;;https://sra-download.ncbi.nlm.nih.gov/traces/sra73/SRR/008963/SRR9178515;SRX5951088;HSD20-02a-281-S2C004-0045-170217;WGS;RANDOM;METAGENOMIC;PAIRED;0;0;ILLUMINA;NextSeq 500;SRP092796;PRJNA352737;2;352737;SRS4861806;SAMN11874845;simple;408172;marine metagenome;HSD20-02a-281-S2C004-0045;;;;;;;no;;;;;SCOPE;SRA893074;;public;C0F87F973041EB2FB76FFE7CECE6DD28;51E329E01AC7BAACD56FB487CB4B1231
SRR9178078;07.06.19 15:51;02.06.19 15:09;9268672;2782327780;9268672;300;1191;;https://sra-download.ncbi.nlm.nih.gov/traces/sra25/SRR/008962/SRR9178078;SRX5951056;HSD20-02a-281-S2C004-0075-170217;WGS;RANDOM;METAGENOMIC;PAIRED;0;0;ILLUMINA;NextSeq 500;SRP092796;PRJNA352737;2;352737;SRS4861782;SAMN11874846;simple;408172;marine metagenome;HSD20-02a-281-S2C004-0075;;;;;;;no;;;;;SCOPE;SRA893074;;public;8F4A14CD3B228A1471271E09B42E689F;9B1ACDBD67CB67EA6529DE66FCF5FFD4
SRR9178128;07.06.19 15:50;02.06.19 15:14;14948673;4485184360;14948673;300;1918;;https://sra-download.ncbi.nlm.nih.gov/traces/sra5/SRR/008963/SRR9178128;SRX5951006;HSD20-02a-281-S2C007-0175-170217;WGS;RANDOM;METAGENOMIC;PAIRED;0;0;ILLUMINA;NextSeq 500;SRP092796;PRJNA352737;2;352737;SRS4861744;SAMN11874850;simple;408172;marine metagenome;HSD20-02a-281-S2C007-0175;;;;;;;no;;;;;SCOPE;SRA893074;;public;9BE158974A0711D44C4861DECC574B54;50230A6EA88DEE7DF5B7A02EC30F1E1A
SRR9178517;07.06.19 15:51;02.06.19 15:45;12353301;3705894992;12353301;299;1627;;https://sra-download.ncbi.nlm.nih.gov/traces/sra34/SRR/008963/SRR9178517;SRX5951086;HSD20-02a-281-S2C009-0200-170217;WGS;RANDOM;METAGENOMIC;PAIRED;0;0;ILLUMINA;NextSeq 500;SRP092796;PRJNA352737;2;352737;SRS4861805;SAMN11874851;simple;408172;marine metagenome;HSD20-02a-281-S2C009-0200;;;;;;;no;;;;;SCOPE;SRA893074;;public;56A8F027877CCF6AB0089E9B20F9B1FE;0716E6CA8A18E648A20A412D7B084144
SRR9178521;07.06.19 15:51;02.06.19 15:46;16175624;4853501117;16175624;300;2080;;https://sra-download.ncbi.nlm.nih.gov/traces/sra39/SRR/008963/SRR9178521;SRX5951082;HSD20-02a-281-S2C009-0250-170217;WGS;RANDOM;METAGENOMIC;PAIRED;0;0;ILLUMINA;NextSeq 500;SRP092796;PRJNA352737;2;352737;SRS4861803;SAMN11874853;simple;408172;marine metagenome;HSD20-02a-281-S2C009-0250;;;;;;;no;;;;;SCOPE;SRA893074;;public;C8918AA8CB2652D457370E87FDB53AAC;4D567CAA5D6C3D5BF7A9D583EA8B484D
SRR9178527;07.06.19 15:51;02.06.19 15:50;20623630;6206697595;20623630;300;2628;;https://sra-download.ncbi.nlm.nih.gov/traces/sra39/SRR/008963/SRR9178527;SRX5951076;HSD20-02a-282-S2C012-0500-170410;WGS;RANDOM;METAGENOMIC;PAIRED;0;0;ILLUMINA;NextSeq 500;SRP092796;PRJNA352737;2;352737;SRS4861800;SAMN11874862;simple;408172;marine metagenome;HSD20-02a-282-S2C012-0500;;;;;;;no;;;;;SCOPE;SRA893074;;public;A8DE1B1D8C154109CBED1F8D25A06C94;14DF53B8D539778D256F29224114571C
